https://travis-ci.com/ILIAS-eLearning/ILIAS/jobs/336547035,10756.2,6_0,php_7_4,PHP 7_4,0,0,0,4774,0,0,false,2020-05-19 10:53:10,1589885590
https://travis-ci.com/ILIAS-eLearning/ILIAS/jobs/398674865,12236.2,5_3_23,php_7_1,PHP 7_1,0,9,28,2310,0,0,false,2020-10-13 06:45:54,1602571554
https://travis-ci.com/ILIAS-eLearning/ILIAS/jobs/398674864,12236.1,5_3_23,php_7_0,PHP 7_0,0,9,28,2310,0,0,false,2020-10-13 06:46:05,1602571565
https://travis-ci.com/ILIAS-eLearning/ILIAS/jobs/400190112,12295.2,5_4_17,php_7_1,PHP 7_1,3,1,13,3688,0,0,false,2020-10-15 14:04:35,1602770675
https://travis-ci.com/ILIAS-eLearning/ILIAS/jobs/400495514,12300.3,5_4_17,php_7_2,PHP 7_2,3,1,13,3688,0,0,false,2020-10-16 05:56:25,1602827785
https://travis-ci.com/ILIAS-eLearning/ILIAS/jobs/400495512,12300.1,5_4_17,php_7_0,PHP 7_0,3,1,13,3688,0,0,false,2020-10-16 05:56:40,1602827800
https://travis-ci.com/ILIAS-eLearning/ILIAS/jobs/444504257,12751.2,5_4_18,php_7_1,PHP 7_1,3,1,13,3688,0,0,false,2020-11-20 16:42:40,1605890560
https://travis-ci.com/ILIAS-eLearning/ILIAS/jobs/445611084,12772.3,5_4_18,php_7_2,PHP 7_2,3,1,13,3688,0,0,false,2020-11-23 10:04:15,1606125855
https://travis-ci.com/ILIAS-eLearning/ILIAS/jobs/445611082,12772.1,5_4_18,php_7_0,PHP 7_0,3,1,13,3688,0,0,false,2020-11-23 10:04:24,1606125864
https://travis-ci.com/ILIAS-eLearning/ILIAS/jobs/445615006,12773.2,6_5,php_7_3,PHP 7_3,0,0,0,4845,0,0,false,2020-11-23 10:13:50,1606126430
